DTree,LASSO
13.2126027397,13.101506262
13.7441254181,13.3342370574
7.89599877638,8.41913287465
12.997879902,12.7709828386
9.66287769784,10.0823678073
13.7441254181,13.5270594675
14.0953248639,13.8711767473
10.7353,10.6260223219
19.5742221058,19.4617577765
24.7793582888,25.6691686944
25.68625,27.1055452273
18.8197895903,18.9371311841
11.632905569,11.0322673659
21.044806867,21.0759361864
12.4960091743,12.4807326165
16.8592801904,16.7752596856
6.60454434994,7.39149475281
6.03,6.64029915153
9.58724651163,10.2045248324
18.070952381,18.0991301957
17.6715022173,17.6011562115
15.2558308157,15.1879912116
15.9063207547,16.095841776
18.351789925,18.4104902778
12.4960091743,12.4555057882
7.85364427077,8.56753310758
19.1738683128,19.0766481422
15.4663857408,15.298239771
13.6145190157,13.1065296184
14.8919105515,14.3100625867
15.2982022472,15.131933562
15.3996629213,15.1732491194
14.6769054726,14.3625747834
14.8919105515,14.5307051779
10.7567233486,10.5415864255
12.237408867,11.5981139651
12.4960091743,12.4060000488
13.6145190157,13.4095497352
14.6812494382,14.3838099493
12.9174654378,12.6910806702
13.123597101,12.7679781082
10.7353,10.6154573976
15.2659701493,15.512616653
10.8810655738,10.9261023676
8.55684210526,9.3536030251
15.0666611707,15.1408942824
11.7769110416,11.3134068549
8.86714436806,9.05131894433
15.6399180938,15.3212067228
16.8592801904,16.6152204749
16.296562212,15.900829093
15.9413009709,16.0198286612
19.339301676,19.6450006442
16.1212280702,16.4172903823
11.6311937378,10.9033448729
13.2037270987,12.7465999861
13.5920811946,13.1692008252
10.7513846154,10.7549850152
13.4058056581,12.9647518376
11.9163425926,11.7867488409
17.6303276756,17.2175381279
18.6144141489,18.8837816956
12.997879902,12.7090890823
15.0666611707,14.7316909575
23.2938848921,23.2899661783
20.3085073171,20.4859374807
7.85364427077,8.5816899289
6.60454434994,7.1002443225
7.46554695934,7.38208551544
5.98149191445,6.64246482946
12.6903425775,12.6458204505
8.75874724903,9.35371553615
13.5294212524,13.1250088777
15.9413009709,16.0142426083
9.60546875,9.92202727214
11.7769110416,11.5520394735
11.7769110416,11.2441271899
11.4978362573,11.5422985057
16.1180043587,15.9469892013
12.8298429833,12.1300807024
10.7353,10.4353460918
17.117760075,17.0259160052
12.523449406,11.9972830984
11.632905569,10.9675259556
17.117760075,17.0188306931
20.3196810345,20.6612931688
14.3544591195,13.9114589827
13.6168648649,13.352173215
16.0617322835,15.99669369
10.7353,10.3069692089
15.229,14.932124791
14.3544591195,14.1344456719
13.2037270987,12.7980980885
20.8781957354,21.1735405379
12.523449406,12.0616164669
13.123597101,12.8703124717
10.8335189524,10.6360643955
18.351789925,18.4449467569
8.8233490566,9.48151054564
12.6499785342,11.7986988692
10.7079432624,11.0517898681
9.3938028169,9.98749302306
7.8602254902,8.84934132826
23.9556596409,24.5034486724
14.8919105515,14.5819388926
7.89599877638,8.78419412998
11.9163425926,11.7069695574
15.2659701493,15.4213608174
21.6465555556,21.6098030441
21.576184779,22.022509845
8.76839285714,8.93365504281
17.117760075,16.7427221878
7.46554695934,8.0850928481
21.576184779,21.8312690743
7.5194668008,7.9728028071
23.2669896194,23.348403202
9.66701170672,9.90660078054
16.682273033,16.2399031831
11.9163425926,11.6348083822
14.8919105515,14.4525145061
10.8335189524,10.7038932546
19.339301676,19.2466297928
9.60546875,9.7725523522
8.7669502175,9.27404318673
18.070952381,18.1955392834
13.5920811946,12.5354454241
8.71560445682,9.60049467412
14.9291666667,15.0113720634
12.997879902,12.4777100768
21.2014331551,21.4043311421
13.7251515152,13.4698710975
16.8592801904,16.6914006955
14.4071551724,13.7571874124
11.632905569,11.0583130478
18.070952381,18.068371526
15.9413009709,15.9501150703
19.1738683128,19.2933849245
13.123597101,12.783412517
19.339301676,19.3670023706
14.8919105515,14.8236983939
9.85740916713,10.0702048352
16.5900833333,16.2148206765
16.0948413897,16.4235617206
11.7769110416,11.3455372484
21.576184779,22.0668061452
12.3312698413,11.90481507
7.86873462214,8.5531113176
7.5194668008,8.12663529626
13.123597101,12.2968585214
6.60454434994,7.16369731874
13.5647964602,13.1972074061
7.49459521095,7.7659408301
8.7669502175,9.32793050321
21.0805082873,21.2875473885
5.98149191445,6.85984523542
7.94690140845,8.4612855116
12.8651966874,12.6082471624
8.75874724903,9.23014612372
9.58724651163,10.0047353469
8.75874724903,9.28181642403
21.9103525641,21.7538510447
9.66701170672,10.0509230648
22.3608712121,22.2356063064
16.1180043587,15.962291953
10.8335189524,10.6814879945
19.328804878,20.1079071542
16.0948413897,16.5379187619
17.117760075,16.8423548355
18.7734428086,19.1198435345
15.6838259833,15.8029398455
11.7769110416,11.3848830287
10.7353,10.6133629725
21.576184779,21.4469529722
20.3196810345,20.6562201753
14.77,15.5035890822
14.2998175182,14.5681832171
9.66701170672,9.68700025381
12.2642845327,11.7388209465
12.997879902,12.4063386891
6.63583333333,7.69592188695
12.523449406,12.2054715661
15.6399180938,15.3469874114
16.6471428571,16.5966856664
8.75874724903,9.29798477601
16.8592801904,16.48426513
9.66701170672,10.0826127822
7.89599877638,8.5809968323
8.75874724903,9.30619434299
15.0666611707,14.8631994967
12.523449406,12.0886525028
24.7793582888,25.8201084688
9.40047619048,9.85731674988
18.070952381,17.7409866366
12.4551123596,12.2130645141
12.523449406,12.0875681794
15.2558308157,15.2367621127
6.63583333333,7.31053285584
14.8919105515,14.8093152607
12.997879902,12.7632460759
15.0666611707,15.1746589601
13.7251515152,13.5362137651
14.0042433697,14.0145276146
6.60454434994,7.41427045056
14.6968441065,14.6629876584
13.4058056581,13.2557822495
18.7734428086,19.1149298736
8.75874724903,9.5082481688
13.7441254181,13.6087843102
17.3638072289,17.8317017755
11.4010909091,11.2439404681
14.8505868545,14.5211195295
17.1388095238,18.1174653479
14.8919105515,14.560828296
17.4937828371,17.3244785601
7.85364427077,8.51476980412
13.2037270987,12.9638143749
7.89599877638,8.51472670565
14.6839033457,14.8253617757
12.997879902,12.5634404649
12.4960091743,12.557803275
7.46554695934,7.90781407716
13.123597101,12.7297948406
15.4724437299,15.6419404127
20.0084821429,20.3604259231
10.4981578947,10.4684906549
11.7769110416,11.3986071146
12.2754512635,11.7051427619
6.07857142857,6.22022954413
12.3603284541,11.9491656541
8.7669502175,9.21813949995
22.1305426975,22.6435304044
19.1184802158,19.1605030305
6.03,6.47261325866
20.8781957354,21.1547567841
16.6471428571,16.6302464514
14.4071551724,14.0827495002
15.0337389912,14.6864378707
21.576184779,21.9957604654
16.5395757576,16.4251562533
11.632905569,11.402991602
14.2998175182,14.4336328485
23.0367606769,23.3103525156
13.7441254181,13.2824050306
12.3603284541,11.7869306065
12.997879902,12.5307189747
7.46554695934,7.88816952717
17.1388095238,18.3931275095
16.0948413897,16.2653760336
16.3187353079,16.1759166681
16.5900833333,16.6548011325
17.2360150376,17.2403089589
16.7823920266,16.5014357544
13.8395927602,13.5453611165
18.1286885246,18.6976732431
15.6399180938,15.4283299708
15.4663857408,15.3963893445
14.8919105515,14.6537745759
21.7358675799,22.4341804422
14.3544591195,13.8469762365
10.99,11.4817601378
11.7769110416,11.458076967
15.6838259833,15.5815812694
15.2558308157,15.1901178079
8.75874724903,9.33007845008
13.5920811946,13.2569815613
25.1616550117,27.807118033
18.070952381,18.212802083
20.0084821429,20.4171512235
8.86714436806,9.39527174548
12.6499785342,11.9148886258
9.79759229535,10.0558301779
7.89599877638,8.54687170988
16.0948413897,16.5001685879
13.7441254181,13.232249509
19.7337833424,20.0661278762
11.7769110416,11.5361834528
6.5802997416,7.68651776466
9.66701170672,10.0909044715
20.0084821429,20.5487323942
11.7769110416,11.3361548109
14.77,15.850000829
13.4058056581,13.0371426681
6.63583333333,7.26413565789
16.8592801904,16.6574910178
15.0666611707,15.1951333446
15.8682712579,15.7568629241
14.2998175182,14.4123008435
8.8233490566,9.54226782152
18.7734428086,18.9580594364
11.9163425926,11.8389957036
21.576184779,21.5587580701
16.0948413897,16.4642564284
9.58724651163,9.83927514804
7.85364427077,8.48540377774
15.8682712579,15.5088228622
6.01311504425,6.40587905597
14.6968441065,14.6011687882
13.7441254181,13.2864219685
8.75874724903,9.38818662293
14.2411324786,13.6906222012
15.5627854671,15.6000008283
10.8335189524,10.6326995156
9.6935046729,9.98844154917
11.6632740214,11.2590053503
22.5288203753,22.700517754
14.3544591195,13.8907034798
12.2754512635,11.7764657798
15.7679618594,15.3618829958
18.070952381,17.8762417025
15.5746015424,15.9047368566
11.9163425926,11.3618554746
9.55246153846,9.80832528443
6.02905070119,6.68888089774
8.7669502175,9.40289837398
15.0666611707,15.1417545342
13.4539269406,13.2724613818
7.5194668008,7.72333842026
13.9496914286,13.7694259025
15.4663857408,15.5201416617
12.997879902,12.5948450081
13.2037270987,12.9669710669
8.7669502175,9.57446444631
20.3196810345,20.557422302
14.3544591195,14.0708839198
19.5742221058,19.7475734098
18.070952381,18.0757121135
17.8961363636,18.4772931012
14.5123295455,14.2500646456
11.632905569,11.1076059905
14.6812494382,14.6198124173
8.75874724903,9.40716156145
8.70829268293,9.09492782764
8.75874724903,9.06463893244
12.997879902,12.3739190398
19.328804878,19.6772539503
10.8335189524,10.6340067046
8.75874724903,9.33229211558
9.55246153846,9.84997778142
15.4663857408,15.3817962245
8.75874724903,9.27882420121
13.4275202156,13.4328139046
14.8532830189,14.8019234886
7.89599877638,8.6850364181
12.2754512635,11.5447112849
15.0666611707,15.1909150334
12.523449406,12.103445959
9.85740916713,10.1659365221
21.9103525641,21.934238493
15.4663857408,15.3226511264
13.123597101,12.694509685
16.9440888889,16.6666282298
6.60454434994,7.37944207965
15.4663857408,15.2548117083
23.4295057034,22.8983407235
15.6399180938,15.3237650766
17.6715022173,17.8232287186
20.4532384937,20.6130828468
18.070952381,17.7523336805
14.3544591195,13.7823008238
15.8682712579,16.0549991024
10.8335189524,10.6402148422
14.5123295455,14.1802530621
13.123597101,12.6905924701
10.7353,10.5484644476
15.2558308157,15.2144163809
12.523449406,11.9660048388
14.0953248639,14.0068764854
10.7353,10.5957351397
23.2669896194,23.1404304671
15.0666611707,15.045237151
13.2037270987,12.943282967
10.8335189524,10.7007606313
7.89599877638,8.59973165117
6.63583333333,7.55251859039
18.5381116585,18.1273864488
19.7337833424,19.9171188506
8.7669502175,9.33759346795
8.7669502175,9.25645343374
8.71560445682,9.18099106872
7.89599877638,8.62038246352
7.85364427077,8.65799055599
16.1180043587,16.1063229241
15.6838259833,15.8349639485
15.2558308157,15.253964647
21.2014331551,21.3453274839
14.8475735294,15.3772023276
6.5802997416,7.25133339362
7.85364427077,8.53552079871
11.7769110416,11.3070781478
15.2558308157,15.1608133417
9.892,9.87875601347
7.89599877638,8.6378246872
13.7515116279,13.8129049874
14.3544591195,13.9588644878
21.0805082873,21.4270147713
13.7441254181,13.5128838406
14.3544591195,13.9047019246
9.58724651163,10.1180201685
14.2998175182,14.2470296126
7.5194668008,7.97151354294
21.576184779,21.8608191832
18.070952381,17.8218789637
13.123597101,12.703108951
18.5381116585,18.8658032228
7.86873462214,8.6491431908
17.3638072289,17.8258454879
8.75874724903,9.40996651802
8.75874724903,9.29650348964
15.0733333333,16.2073088035
7.89599877638,8.47422888226
8.75874724903,9.33514581513
7.89599877638,8.71154906455
8.7669502175,9.18375361536
14.6839033457,14.9603386723
17.117760075,16.7216945987
21.6465555556,21.8630371898
14.2411324786,14.0840630121
11.7769110416,11.4621273028
11.7769110416,11.2665496052
6.60454434994,7.48822156858
19.1738683128,19.299103674
10.7353,10.5632844177
14.4071551724,14.1944986899
17.9456086142,17.6075184787
6.02905070119,6.64135749761
12.4960091743,12.6830597997
6.02905070119,6.69127949386
7.46554695934,7.94794031177
10.920659854,10.9206045676
14.0953248639,13.6991696189
8.75874724903,9.04774998196
11.6506707317,11.3223012145
15.9413009709,16.0661503681
17.6303276756,17.3720997272
8.75874724903,9.32808549135
14.3544591195,14.0046941446
22.5955882353,23.1296887898
18.351789925,18.4517608471
7.46554695934,7.79548779984
17.117760075,16.6703548983
13.7629432624,13.8174122425
12.6499785342,12.3077754876
13.7441254181,13.3672478146
13.7441254181,13.1665646403
13.4058056581,13.3241311668
7.46554695934,7.77252397027
14.3544591195,13.9798032462
20.0084821429,20.2600495264
17.6715022173,17.4571618263
10.5003351955,10.3660565477
16.1180043587,16.1075176779
12.3603284541,11.743007349
19.5742221058,19.7530967973
19.9211111111,20.618757632
14.3544591195,14.0650336033
16.5900833333,16.603879992
8.71560445682,9.2986396789
12.997879902,12.6187330354
14.6812494382,14.2823973717
16.5900833333,16.5785216811
13.2553,13.2454152549
11.4010909091,11.2967323921
8.75874724903,8.90469793222
15.2659701493,15.4817537373
22.1305426975,22.4457878448
10.8712947658,10.3775157032
9.58724651163,9.61596940149
17.6715022173,17.8359825778
19.6802564103,20.0976153438
12.3312698413,12.1362524774
13.4058056581,13.0164210239
24.7793582888,25.4336532529
21.6465555556,21.6822603726
14.2411324786,13.7815760575
14.2411324786,13.8838864341
6.63583333333,7.39384784932
17.2584621849,17.2298720238
10.5003351955,10.480197399
7.89599877638,8.66668873107
22.1305426975,22.5751912513
9.66701170672,9.92402643798
7.46554695934,7.85781014014
11.6506707317,11.3493573032
13.4511355932,12.6729378191
7.8602254902,8.81085630944
22.5425465839,23.4012396274
7.89599877638,8.87057830261
10.7567233486,10.6868157481
8.75874724903,9.26687436151
6.5802997416,7.43555343455
6.03,6.43627393347
12.6499785342,12.3005217587
19.147625,19.0846545938
16.1212280702,16.3909739502
16.0617322835,16.0968504374
21.576184779,21.6546697837
17.6303276756,17.1946132015
17.6715022173,17.6438942243
10.85845,10.7099382202
15.2521090047,15.2633106883
11.6506707317,11.4385943105
8.75874724903,9.00383104699
12.997879902,12.6187784685
8.71560445682,9.04557177845
6.5802997416,7.19178938806
20.8781957354,21.6199264492
12.523449406,12.0866956431
14.3544591195,13.8862410191
20.8603727506,21.0426793574
22.1305426975,22.3780534329
19.5742221058,19.7872853036
7.8602254902,8.38179568769
22.3085820896,22.2627596231
8.75874724903,9.08180935068
15.8164015905,15.4086804712
14.0953248639,13.7812365968
6.5802997416,7.37132354891
8.86714436806,9.22874661355
13.4539269406,13.2548826992
14.8919105515,14.8320352868
16.1180043587,16.1258796065
12.6499785342,11.9180001792
13.9496914286,13.7909522607
13.123597101,12.6288003667
6.60454434994,7.21803252068
20.3085073171,20.6614299936
10.7079432624,11.011087327
11.4192622951,11.293254231
14.295462963,13.8858657147
5.98149191445,6.52528429291
13.4511355932,12.8155896946
15.4724437299,15.6182361312
8.75874724903,9.42128440139
10.8335189524,10.7560566224
7.5194668008,7.94771517081
15.4663857408,15.1755856967
7.89599877638,8.67150424297
7.85364427077,8.31818087205
18.070952381,17.6444165908
15.9413009709,15.8897707242
11.4010909091,11.0922767827
7.49459521095,7.77992499605
19.147625,19.4143413397
9.83461290323,9.96741133695
12.8651966874,12.7291518341
13.123597101,12.6520497927
9.85740916713,10.012570405
12.8278783383,12.5806950669
20.2155314961,19.9432641804
12.3739170507,12.0039693073
12.997879902,12.5029839385
14.2411324786,13.883086445
7.46554695934,7.79022016835
10.7567233486,10.5332130335
15.0666611707,14.9964816064
17.9211924119,18.237659767
6.03,6.93142064285
20.3085073171,20.3651923269
15.8368109339,15.8755028012
16.6179672131,17.0978624974
12.3603284541,11.7139383586
13.7441254181,13.3208709378
9.54214285714,10.2111545505
15.6838259833,15.7265802107
20.4532384937,20.6990910972
18.070952381,17.894146193
6.5802997416,7.21835678765
21.2014331551,21.5231004221
13.4058056581,13.1821659538
21.0805082873,21.1948562633
20.0084821429,20.3995752949
18.070952381,17.9015389973
20.7992222222,20.7803555722
7.49459521095,7.92338150452
15.0666611707,15.1788111526
18.5381116585,18.6586561848
24.2728571429,24.4580485659
14.8505868545,14.4866388186
16.1180043587,16.0482919426
10.7353,10.4971515877
7.5194668008,7.95244280204
17.2584621849,17.3827058905
11.4966028708,10.8178912542
7.85364427077,8.57269548942
15.7419866071,15.770195232
9.55246153846,9.70593054235
11.6311937378,11.277649767
12.3603284541,12.0309433708
20.4532384937,20.139569721
12.3603284541,11.9334491045
13.5920811946,13.2808137464
7.46554695934,7.95299926922
11.6506707317,11.268771707
6.63583333333,7.0429507647
11.6506707317,11.1562397911
13.2126027397,13.0628774157
11.4010909091,11.0736472942
8.75874724903,9.39249524753
13.8395927602,13.4748933674
9.60765625,9.8157720853
13.123597101,12.7989070392
15.7679618594,15.5850650928
11.7769110416,11.3713331636
14.3544591195,13.8645723234
19.147625,19.3589360599
9.55246153846,9.83122595586
7.46554695934,8.11285530365
9.6935046729,9.82144171669
14.8919105515,14.7779949885
8.7669502175,9.30636742927
11.632905569,11.0817996682
13.9496914286,13.6145156681
7.46554695934,7.63759036282
15.0337389912,14.7981856374
15.2521090047,15.1485493408
19.7337833424,19.4178823537
15.9413009709,15.8756595569
14.6812494382,14.5445225721
23.0367606769,23.6968825179
15.6399180938,15.6035944014
16.8592801904,16.6473138324
15.4724437299,15.8701476989
7.46554695934,7.71013186152
19.5742221058,19.7535018242
7.46554695934,7.75174210634
16.8592801904,16.6925664094
15.4724437299,15.814462581
13.7441254181,13.3560040858
11.4010909091,11.2143247328
8.75874724903,9.14959517098
16.0948413897,16.4676680062
14.6839033457,14.5747641186
11.7769110416,11.4720728234
16.1180043587,15.9844857257
6.63583333333,7.31723668303
16.1180043587,16.0654236032
13.4058056581,13.1507620409
7.8602254902,8.65040484327
11.8892689784,11.6004741165
10.5003351955,10.4905763811
21.576184779,21.7912323699
17.6715022173,17.9637375588
7.89599877638,8.47112307481
22.5763276836,22.5708263974
16.3187353079,16.319982363
7.5194668008,7.88551633177
9.70267716535,10.0956884395
9.66701170672,9.92459253446
7.49459521095,8.03908483155
7.86873462214,8.82837301426
13.8395927602,13.5046001412
15.0337389912,14.8397414601
17.6303276756,17.6192423633
8.75874724903,9.25648629369
20.0084821429,20.4844871859
13.9496914286,13.9260254
17.4937828371,17.4643261295
15.5627854671,15.5992086887
13.5920811946,13.4889029571
9.55246153846,9.65673342981
18.5381116585,18.5313117475
13.5920811946,13.1882726554
11.9163425926,11.7290828518
11.6617629179,11.2409301372
15.0733333333,16.2317697369
14.3544591195,13.5594846826
12.997879902,12.6689900494
15.4663857408,15.3154003219
14.77,15.679557366
11.4666573034,11.1185436975
12.997879902,12.5253385729
7.85364427077,8.419756272
16.6179672131,17.2763083635
8.75874724903,9.24946358953
9.86192488263,10.1224081001
16.8592801904,16.3791338873
13.7154022989,14.0315178665
20.8603727506,21.0433452867
6.03,6.64495727587
14.0953248639,13.8463700886
17.9211924119,18.468091747
17.6715022173,17.8137626282
14.8919105515,14.603182276
9.79759229535,10.0546961693
13.123597101,12.5228678546
7.85364427077,8.61500174836
18.7734428086,18.8330222064
12.997879902,12.752351501
9.58724651163,9.78519923934
7.85364427077,8.64998088113
13.7154022989,14.1380128965
18.7734428086,18.8983815939
12.3603284541,12.0079730362
11.7769110416,11.3822176266
11.7925689655,11.3020809676
23.9556596409,24.8652157383
13.4275202156,13.1855921935
6.02905070119,6.50703875253
8.75874724903,9.13834505177
23.0367606769,22.9534940393
15.0314976415,15.0539231329
10.6531273408,10.3342994297
12.997879902,12.5786566798
17.13625,17.410363302
15.2521090047,15.3688523261
6.60454434994,7.04387152635
14.8919105515,14.7853357451
14.8919105515,14.7259882766
16.0948413897,16.4555118601
12.523449406,11.9226943458
12.2754512635,11.7159028033
11.6506707317,11.220396449
15.7679618594,15.3179911631
14.5123295455,14.2545996767
20.8603727506,21.1193636584
15.9413009709,15.9556831503
13.4058056581,13.235493612
15.0337389912,14.7871968825
12.997879902,12.5438478316
15.0513545817,15.0070792524
16.7823920266,16.5528629098
23.0367606769,23.0049171287
21.576184779,21.837199638
13.8395927602,13.5518661871
12.997879902,12.7359288421
6.5802997416,7.19606174983
16.0948413897,16.2551812216
10.7567233486,10.5520250141
8.75874724903,9.42636700448
15.0337389912,14.8428830897
8.75874724903,9.28992932769
13.123597101,12.8425327377
19.147625,19.5212302895
15.6838259833,15.6318333342
15.6838259833,15.741471654
8.75874724903,9.18085477971
12.2754512635,11.913721277
13.7441254181,13.4172313389
12.3603284541,11.8897956108
17.9211924119,18.1664042848
7.89599877638,8.84077952556
17.6715022173,17.7550386124
7.85364427077,8.42981134848
20.3196810345,20.5423296882
11.4010909091,11.0570613372
13.7441254181,13.3782462195
15.6838259833,15.8697558752
7.89599877638,8.70659605673
13.4058056581,13.237918514
17.6303276756,17.2895963591
19.147625,19.0681866766
12.997879902,12.6484356788
11.4010909091,11.1352834656
10.8335189524,10.8135422774
14.657739726,14.5446816054
10.307,10.2518514757
10.8335189524,10.6309074301
15.0513545817,14.7498741835
15.229,14.860744765
8.75874724903,9.11275013337
23.0367606769,23.2449527114
9.83461290323,9.90756706417
15.4663857408,15.3632869524
15.6838259833,15.7570214305
8.75874724903,9.35873944759
14.5123295455,14.4644577088
15.5627854671,15.5411879102
10.8335189524,10.787915451
15.5746015424,15.8374990323
7.46554695934,7.50664085777
12.523449406,12.0688457525
8.75874724903,9.16079552112
6.5802997416,7.20555932111
17.2584621849,16.9550168381
18.6144141489,18.6858696895
13.5920811946,13.2067348579
10.6531273408,10.605319068
11.632905569,11.1503720853
18.7734428086,19.1429052992
7.46554695934,7.89643825149
13.4058056581,12.9839065345
14.5123295455,14.4913294384
12.997879902,12.5730187638
12.997879902,12.4070255515
7.32875,8.10488721039
15.0666611707,14.8941068049
8.60428571429,9.22375229721
15.6399180938,15.455566602
16.7823920266,16.6122895435
6.5802997416,7.08084824842
12.3603284541,11.9642540769
14.3544591195,14.2788772727
14.6812494382,14.6377185886
20.8781957354,21.4038903222
20.3196810345,20.5265733189
20.0084821429,20.4508882154
21.0805082873,20.8886748587
16.8592801904,16.7201946918
20.8603727506,21.2078414809
15.4724437299,15.55690715
18.3921447028,18.6472488807
11.8892689784,11.6085623565
17.6303276756,17.6522910148
12.523449406,11.9818864109
13.7441254181,13.5477656652
9.68447058824,9.70227360201
13.4058056581,13.0875628439
25.5629192547,28.5396834388
13.8395927602,13.4143827698
14.3544591195,14.0416973456
18.351789925,18.4583527979
14.3544591195,14.0631509461
18.351789925,18.5949728422
14.6812494382,14.542975803
15.6399180938,15.5325054852
17.2584621849,17.1845851995
14.8919105515,14.6897895028
12.2754512635,11.7833327882
11.7769110416,11.4871045166
12.997879902,12.5701887861
13.4539269406,13.3735473104
10.8335189524,10.6638444562
13.9496914286,13.7865314589
11.4010909091,11.2102276819
13.7883526012,13.2940315047
7.46554695934,7.92197921317
15.6838259833,15.4576979961
14.0953248639,13.8673699113
17.5077454545,18.0363550835
14.6812494382,14.6218956165
7.85364427077,8.5725380166
11.3605555556,11.0413746358
10.920659854,10.9520980231
13.1065384615,13.3050346799
11.8242503098,11.3653995124
14.8919105515,14.6858248863
8.75874724903,9.22459287993
11.6506707317,11.1236293578
11.6506707317,11.2414926845
10.920659854,10.9190304909
15.5627854671,15.6666658844
20.2155314961,20.1998352995
23.9556596409,24.4688202563
9.3938028169,10.0831777719
6.63583333333,7.15248756883
14.6839033457,14.546988514
20.8781957354,21.5143366607
12.8651966874,11.862580822
18.5381116585,18.5989793205
9.5925748503,9.72762879615
24.7793582888,25.8978641107
14.3544591195,13.8750728008
14.3544591195,13.9684217011
9.58724651163,10.311640235
10.4981578947,10.7556482615
7.46554695934,7.90266973291
12.523449406,11.9553786245
12.8651966874,12.7342439294
10.7353,10.6020640108
17.0963917526,16.429908461
7.85364427077,8.52314582862
12.523449406,11.9034865357
6.63583333333,7.20032601551
13.9496914286,13.7515849399
14.0953248639,13.9045168045
16.2611320755,16.5768270902
7.89599877638,8.7747754259
6.03,6.4048159526
14.657739726,14.4044125848
8.75874724903,9.31750675026
12.3603284541,11.7789317918
12.2754512635,11.874779444
7.85364427077,8.67141649408
18.8197895903,18.8723375865
22.5763276836,22.4758982181
8.75874724903,9.41935328782
12.8298429833,12.2595948496
14.6812494382,14.6113892229
15.4724437299,15.791630379
16.5900833333,16.6423321959
